xi,yi
139000.0,0.6
139500.0,0.8
140000.0,0.0
140500.0,0.4
141000.0,0.2
141500.0,0.0
142000.0,0.4
142500.0,1.6
143000.0,0.6
143500.0,0.4
144000.0,0.0
144500.0,0.4
145000.0,0.6
145500.0,0.6
146000.0,0.4
146500.0,0.0
147000.0,0.6
147500.0,0.6
148000.0,0.4
148500.0,1.6
149000.0,1.0
149500.0,0.6
150000.0,0.4
150500.0,0.4
151000.0,0.8
151500.0,0.0
152000.0,0.4
152500.0,0.2
153000.0,0.2
153500.0,0.0
154000.0,0.2
154500.0,0.2
155000.0,0.0
155500.0,0.2
156000.0,0.4
156500.0,0.2
157000.0,0.8
157500.0,0.0
158000.0,0.0
158500.0,0.4
159000.0,0.4
159500.0,0.0
160000.0,0.6
160500.0,0.8
161000.0,0.2
161500.0,0.8
162000.0,0.4
162500.0,1.2
163000.0,0.0
163500.0,0.0
164000.0,0.4
164500.0,0.2
165000.0,0.0
165500.0,0.0
166000.0,0.8
166500.0,0.2
167000.0,0.4
167500.0,0.0
168000.0,0.4
168500.0,0.6
169000.0,0.0
169500.0,0.2
170000.0,0.2
170500.0,0.2
171000.0,0.2
171500.0,0.0
172000.0,0.2
172500.0,1.0
173000.0,0.2
173500.0,0.0
174000.0,0.4
174500.0,0.2
175000.0,0.2
175500.0,0.0
176000.0,1.0
176500.0,0.2
177000.0,0.0
177500.0,0.2
178000.0,0.0
178500.0,0.0
179000.0,0.2
179500.0,0.2
180000.0,0.2
180500.0,0.2
181000.0,0.4
181500.0,0.8
182000.0,0.8
182500.0,0.6
183000.0,0.8
183500.0,0.6
184000.0,0.2
184500.0,0.6
185000.0,0.6
185500.0,1.0
186000.0,1.0
186500.0,0.6
187000.0,0.4
187500.0,0.8
188000.0,0.4
188500.0,0.8
189000.0,1.2
189500.0,0.8
190000.0,0.2
190500.0,0.6
191000.0,1.6
191500.0,5.0
192000.0,11.200000000000001
192500.0,8.4
193000.0,2.6
193500.0,1.0
194000.0,0.0
194500.0,0.6
195000.0,1.2
195500.0,0.8
196000.0,0.4
196500.0,0.4
197000.0,0.8
197500.0,0.2
198000.0,0.4
198500.0,0.4
199000.0,0.2
199500.0,0.2
200000.0,0.2
200500.0,0.4
201000.0,0.0
201500.0,0.0
202000.0,0.2
202500.0,0.2
203000.0,1.2
203500.0,1.0
204000.0,0.4
204500.0,0.6
205000.0,0.6
205500.0,0.6
206000.0,0.2
206500.0,0.0
207000.0,0.0
207500.0,0.0
208000.0,0.4
208500.0,0.4
209000.0,0.0
209500.0,0.0
210000.0,0.4
210500.0,0.2
211000.0,0.8
211500.0,0.2
212000.0,0.6
212500.0,0.0
213000.0,0.4
213500.0,0.6
214000.0,0.2
214500.0,0.0
215000.0,0.0
215500.0,0.0
216000.0,0.0
216500.0,0.4
217000.0,0.2
217500.0,1.0
218000.0,0.4
218500.0,1.2
219000.0,0.2
219500.0,0.4
220000.0,0.6
220500.0,0.4
221000.0,0.4
221500.0,0.6
222000.0,1.6
222500.0,0.8
223000.0,0.6
223500.0,0.4
224000.0,0.4
224500.0,0.0
225000.0,0.2
225500.0,0.4
226000.0,0.2
226500.0,0.2
227000.0,0.4
227500.0,0.4
228000.0,1.0
228500.0,0.4
229000.0,0.6
229500.0,1.2
230000.0,1.4000000000000001
230500.0,0.2
231000.0,0.2
231500.0,0.2
232000.0,0.4
232500.0,1.0
233000.0,0.6
233500.0,1.0
234000.0,0.4
234500.0,0.0
235000.0,1.0
235500.0,0.4
236000.0,0.4
236500.0,0.2
237000.0,0.2
237500.0,0.4
238000.0,0.4
238500.0,0.0
239000.0,0.2
239500.0,0.0
240000.0,0.2
240500.0,0.0
241000.0,1.0
241500.0,0.8
242000.0,0.0
242500.0,0.0
243000.0,0.0
243500.0,0.4
244000.0,0.0
244500.0,0.2
245000.0,0.6
245500.0,0.4
246000.0,0.2
246500.0,0.0
247000.0,0.0
247500.0,0.2
248000.0,0.2
248500.0,0.6
249000.0,0.0
249500.0,0.2
250000.0,0.0
250500.0,0.0
251000.0,0.6
251500.0,1.0
252000.0,0.0
252500.0,0.0
253000.0,0.0
253500.0,0.6
254000.0,0.4
254500.0,0.0
255000.0,0.2
255500.0,0.2
256000.0,0.0
256500.0,0.0
257000.0,0.4
257500.0,0.2
258000.0,0.8
258500.0,0.2
259000.0,0.6
259500.0,0.2
260000.0,0.4
260500.0,0.2
261000.0,0.8
261500.0,0.4
262000.0,0.0
262500.0,0.6
263000.0,0.8
263500.0,0.4
264000.0,0.4
264500.0,0.6
265000.0,1.0
265500.0,0.8
266000.0,0.0
266500.0,0.4
267000.0,0.2
267500.0,0.4
268000.0,1.0
268500.0,0.2
269000.0,0.2
269500.0,0.6
270000.0,0.4
270500.0,0.2
271000.0,0.4
271500.0,0.4
272000.0,0.2
272500.0,0.2
273000.0,0.4
273500.0,0.2
274000.0,0.8
274500.0,0.8
275000.0,1.2
275500.0,0.4
276000.0,0.0
276500.0,0.0
277000.0,0.2
277500.0,0.6
278000.0,0.6
278500.0,0.6
279000.0,0.8
279500.0,0.8
280000.0,0.4
280500.0,0.0
281000.0,0.4
281500.0,0.0
282000.0,0.2
282500.0,0.0
283000.0,0.2
283500.0,0.2
284000.0,0.0
284500.0,0.4
285000.0,0.0
285500.0,0.2
286000.0,0.2
286500.0,0.2
287000.0,1.0
287500.0,0.0
288000.0,0.0
288500.0,0.2
289000.0,0.2
289500.0,0.4
290000.0,0.0
290500.0,1.0
291000.0,0.4
291500.0,0.4
292000.0,0.0
292500.0,0.0
293000.0,0.6
293500.0,0.8
294000.0,0.6
294500.0,0.8
295000.0,0.6
295500.0,0.0
296000.0,0.0
296500.0,0.6
297000.0,0.4
297500.0,0.2
298000.0,0.0
298500.0,0.0
299000.0,0.6
299500.0,0.6
300000.0,0.2
300500.0,0.0
301000.0,0.4
301500.0,0.2
302000.0,0.6
302500.0,0.6
303000.0,6.2
303500.0,4.8
304000.0,5.0
304500.0,6.800000000000001
305000.0,3.2
305500.0,4.8
306000.0,4.0
306500.0,6.4
307000.0,2.6
307500.0,0.0
308000.0,0.2
308500.0,0.4
309000.0,0.4
309500.0,0.2
310000.0,0.0
310500.0,0.4
311000.0,0.6
311500.0,0.2
312000.0,0.2
312500.0,0.2
313000.0,0.2
313500.0,0.4
314000.0,0.2
314500.0,0.6
315000.0,0.2
315500.0,0.4
316000.0,0.8
316500.0,0.0
317000.0,0.2
317500.0,0.2
318000.0,0.0
318500.0,0.2
319000.0,0.2
319500.0,0.2
320000.0,0.2
320500.0,0.0
321000.0,0.0
321500.0,0.2
322000.0,0.4
322500.0,0.2
323000.0,0.6
323500.0,0.0
324000.0,0.0
324500.0,0.0
325000.0,0.4
325500.0,0.6
326000.0,0.0
326500.0,0.2
327000.0,0.0
327500.0,0.0
328000.0,0.6
328500.0,0.0
329000.0,0.4
329500.0,0.6
330000.0,0.6
330500.0,0.0
331000.0,0.2
331500.0,0.2
332000.0,0.2
332500.0,0.0
333000.0,0.8
333500.0,0.0
334000.0,0.0
334500.0,1.0
335000.0,0.6
335500.0,1.2
336000.0,0.2
336500.0,0.6
337000.0,0.4
337500.0,0.4
338000.0,0.6
338500.0,0.6
339000.0,0.0
339500.0,0.4
340000.0,0.6
340500.0,0.4
341000.0,0.2
341500.0,0.2
342000.0,0.2
342500.0,0.4
343000.0,0.4
343500.0,0.4
344000.0,0.6
344500.0,0.2
345000.0,0.0
345500.0,0.2
346000.0,0.2
346500.0,0.4
347000.0,0.0
347500.0,0.0
348000.0,0.0
348500.0,0.4
349000.0,1.0
349500.0,0.8
350000.0,0.4
350500.0,0.4
351000.0,1.0
351500.0,1.2
352000.0,0.6
352500.0,0.2
353000.0,0.2
353500.0,0.6
354000.0,0.4
354500.0,0.6
355000.0,1.0
355500.0,1.6
356000.0,0.0
356500.0,0.4
357000.0,0.2
357500.0,3.0
358000.0,0.4
358500.0,1.7999999999999998
359000.0,1.6
359500.0,1.2
360000.0,0.8
360500.0,0.0
361000.0,0.4
361500.0,0.4
362000.0,0.2
362500.0,0.6
363000.0,0.2
363500.0,0.6
364000.0,0.6
364500.0,0.8
365000.0,0.2
365500.0,0.2
366000.0,0.0
366500.0,0.4
367000.0,0.0
367500.0,0.2
368000.0,0.4
368500.0,0.4
369000.0,0.6
369500.0,0.4
370000.0,0.6
370500.0,0.0
371000.0,0.4
371500.0,0.4
372000.0,0.2
372500.0,0.2
373000.0,0.2
373500.0,0.2
374000.0,0.4
374500.0,0.0
375000.0,0.2
375500.0,0.2
376000.0,0.0
376500.0,0.6
377000.0,0.0
377500.0,0.4
378000.0,1.0
378500.0,0.6
379000.0,0.2
379500.0,0.2
380000.0,0.4
380500.0,0.8
381000.0,0.2
381500.0,0.0
382000.0,0.0
382500.0,0.2
383000.0,0.6
383500.0,0.0
384000.0,0.4
384500.0,0.4
385000.0,0.2
385500.0,0.6
386000.0,0.0
386500.0,0.6
387000.0,0.8
387500.0,0.0
388000.0,0.2
388500.0,0.2
389000.0,0.4
389500.0,0.2
390000.0,0.2
390500.0,1.0
391000.0,0.0
391500.0,0.6
392000.0,0.2
392500.0,1.2
393000.0,0.2
393500.0,0.2
394000.0,0.4
394500.0,0.4
395000.0,0.6
395500.0,0.0
396000.0,0.0
396500.0,0.0
397000.0,0.0
397500.0,0.2
398000.0,0.2
398500.0,0.0
399000.0,0.2
399500.0,0.4
400000.0,3.4000000000000004
400500.0,0.4
401000.0,0.4
401500.0,0.6
402000.0,0.0
402500.0,0.4
403000.0,0.0
403500.0,0.4
404000.0,1.2
404500.0,0.0
405000.0,0.0
405500.0,0.4
406000.0,0.2
406500.0,0.4
407000.0,0.2
407500.0,0.2
408000.0,0.0
408500.0,0.6
409000.0,0.6
409500.0,0.0
410000.0,0.2
410500.0,0.4
411000.0,0.6
411500.0,0.2
412000.0,0.0
412500.0,0.6
413000.0,0.4
413500.0,0.2
414000.0,0.6
414500.0,0.6
415000.0,0.8
415500.0,0.4
416000.0,0.2
416500.0,0.8
417000.0,0.2
417500.0,0.4
418000.0,0.0
418500.0,0.4
419000.0,0.4
419500.0,0.6
420000.0,0.2
420500.0,0.2
421000.0,0.2
421500.0,0.2
422000.0,0.0
422500.0,0.2
423000.0,0.4
423500.0,0.0
424000.0,0.4
424500.0,0.4
425000.0,0.6
425500.0,0.4
426000.0,0.0
426500.0,0.4
427000.0,0.2
427500.0,0.6
428000.0,0.6
428500.0,0.4
429000.0,0.8
429500.0,0.4
430000.0,0.6
430500.0,0.2
431000.0,0.8
431500.0,0.4
432000.0,0.4
432500.0,0.6
433000.0,0.2
433500.0,0.2
434000.0,0.0
434500.0,0.6
435000.0,0.4
435500.0,0.4
436000.0,0.8
436500.0,0.4
437000.0,0.4
437500.0,0.2
438000.0,0.4
438500.0,0.2
439000.0,0.2
439500.0,0.8
440000.0,0.4
440500.0,0.2
441000.0,0.0
441500.0,0.0
442000.0,0.4
442500.0,0.8
443000.0,0.2
443500.0,0.8
444000.0,0.4
444500.0,0.0
445000.0,1.0
445500.0,0.2
446000.0,0.2
446500.0,1.2
447000.0,0.6
447500.0,1.0
448000.0,0.6
448500.0,0.2
449000.0,0.8
449500.0,0.8
450000.0,0.8
450500.0,0.2
451000.0,0.4
451500.0,1.4000000000000001
452000.0,1.4000000000000001
452500.0,3.5999999999999996
453000.0,2.1999999999999997
453500.0,1.2
454000.0,0.2
454500.0,0.6
455000.0,0.8
455500.0,0.8
456000.0,0.6
456500.0,0.2
457000.0,0.6
457500.0,1.0
458000.0,0.4
458500.0,0.0
459000.0,0.6
459500.0,0.2
460000.0,0.6
460500.0,0.4
461000.0,0.6
461500.0,0.4
462000.0,0.0
462500.0,0.8
463000.0,0.4
463500.0,0.2
464000.0,0.6
464500.0,0.0
465000.0,0.0
465500.0,0.4
466000.0,0.8
466500.0,0.0
467000.0,0.2
467500.0,0.8
468000.0,0.4
468500.0,2.0
469000.0,0.4
469500.0,0.2
470000.0,0.4
470500.0,0.2
471000.0,0.6
471500.0,1.0
472000.0,1.0
472500.0,0.8
473000.0,0.8
473500.0,0.8
474000.0,0.4
474500.0,0.0
475000.0,0.4
475500.0,0.6
476000.0,0.4
476500.0,0.2
477000.0,0.2
477500.0,0.4
478000.0,0.8
478500.0,0.2
479000.0,0.6
479500.0,0.4
480000.0,0.6
480500.0,1.0
481000.0,1.0
481500.0,0.2
482000.0,0.6
482500.0,0.8
483000.0,0.6
483500.0,1.0
484000.0,0.2
484500.0,0.4
485000.0,0.8
485500.0,0.8
486000.0,0.8
486500.0,0.0
487000.0,1.4000000000000001
